主层级,细分,来源网站,概念/题材,标的,代码,市场,来源页面,来源日期,来源等级,当前等级,第一变量,样本角色,下一步回源,证伪点,备注
高速互联,CPO概念,东方财富,CPO概念,工业富联,601138,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1128,2026-07-05,B/C级页面线索,L0/L1,速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,华电科工,601226,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
高速互联,光通信模块,东方财富,光通信模块,环旭电子,601231,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1136,2026-07-05,B/C级页面线索,L0/L1,速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,页面可见成份股；未调用接口
终端与具身智能,人形机器人,东方财富,人形机器人,广汽集团,601238,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1184,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,广汽集团,601238,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
待二次归类,人工智能,东方财富,人工智能,三六零,601360,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
待二次归类,人工智能,东方财富,人工智能,大智慧,601519,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
终端与具身智能,虚拟机器人,东方财富,虚拟机器人,大智慧,601519,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1190,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
数据层,AI语料,东方财富,AI语料,上海电影,601595,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1172,2026-07-05,B/C级页面线索,L0/L1,数据授权、采集/清洗、客户、合规与付费,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证,页面可见成份股；未调用接口
待二次归类,人工智能,东方财富,人工智能,上海医药,601607,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
终端与具身智能,人形机器人,东方财富,人形机器人,中信重工,601608,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1184,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,中信重工,601608,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
终端与具身智能,人形机器人,东方财富,人形机器人,金田股份,601609,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1184,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
晶圆制造与材料,PEEK材料概念,东方财富,PEEK材料概念,金田股份,601609,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1156,2026-07-05,B/C级页面线索,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,金田股份,601609,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
待二次归类,人工智能,东方财富,人工智能,金田股份,601609,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
高速互联,铜缆高速连接,东方财富,铜缆高速连接,金田股份,601609,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1168,2026-07-05,B/C级页面线索,L0/L1,速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,页面可见成份股；未调用接口
待二次归类,人工智能,东方财富,人工智能,长城汽车,601633,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
终端与具身智能,机器人概念,东方财富,机器人概念,明泰铝业,601677,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
终端与具身智能,机器人执行器,东方财富,机器人执行器,拓普集团,601689,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1145,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,拓普集团,601689,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
供配电与温控,液冷概念,东方财富,液冷概念,拓普集团,601689,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1138,2026-07-05,B/C级页面线索,L0/L1,订单、交付、收入确认、OCF和客户结构,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,页面可见成份股；未调用接口
终端与具身智能,人形机器人,东方财富,人形机器人,上海电气,601727,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1184,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,上海电气,601727,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
待二次归类,人工智能,东方财富,人工智能,中国电信,601728,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
工具链与基础软件,边缘计算,东方财富,边缘计算,中国电信,601728,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0860,2026-07-05,B/C级页面线索,L0/L1,部署量、客户、收入、云边协同成本,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,星宇股份,601799,A股-沪市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
